Z=0.018120 Y=0.266240 OS=0.20 l/Hp=1.743201 [Fe/H]=    0.000 [Alpha/Fe]= 0.00
  M/Msun     logT  logL/Ls   logg    Mv     U-B    B-V    V-R    V-I    V-J    V-H    V-K    V-L    V-M     #(x=-1)    #(x=1.35)    #(x=3)
 2.3261150  3.6258  2.5344  1.7252 -0.871  1.445  1.317  0.742  1.360  2.201  2.883  3.019  3.127  3.682  1.4006E-01  8.3935E-03  1.0251E-03
 2.3261845  3.6251  2.5429  1.7141 -0.885  1.454  1.321  0.745  1.366  2.210  2.894  3.030  3.139  3.695  1.3807E-01  8.2735E-03  1.0104E-03
 2.3262530  3.6244  2.5512  1.7032 -0.899  1.463  1.325  0.747  1.371  2.218  2.904  3.041  3.150  3.708  1.3611E-01  8.1561E-03  9.9603E-04
 2.3263206  3.6238  2.5594  1.6924 -0.913  1.472  1.329  0.750  1.377  2.227  2.914  3.052  3.161  3.721  1.3421E-01  8.0411E-03  9.8194E-04
 2.3263873  3.6232  2.5675  1.6818 -0.927  1.481  1.333  0.753  1.382  2.235  2.925  3.063  3.172  3.733  1.3233E-01  7.9285E-03  9.6814E-04
 2.3264530  3.6225  2.5754  1.6713 -0.940  1.489  1.336  0.755  1.388  2.243  2.935  3.073  3.183  3.746  6.5705E-02  3.9363E-03  4.8064E-04

age(Gyr)= 0.900 140 points
 0.4000000  3.4685 -1.9202  4.7863 12.790  1.367  1.757  1.499  3.313  5.170  5.766  6.104  6.399  7.296  2.8838E+01  1.0382E+02  2.2498E+02
 0.4288381  3.4925 -1.7962  4.7885 11.950  1.253  1.619  1.311  2.952  4.601  5.203  5.493  5.742  6.606  5.7655E+01  1.8400E+02  3.6670E+02
 0.4576554  3.5165 -1.6715  4.7876 11.138  1.140  1.505  1.158  2.605  4.034  4.658  4.905  5.113  5.953  5.7453E+01  1.5737E+02  2.8168E+02
 0.4862915  3.5402 -1.5470  4.7845 10.316  1.114  1.489  1.034  2.215  3.399  4.040  4.249  4.416  5.208  6.1727E+01  1.4579E+02  2.3516E+02
 0.5193826  3.5636 -1.4197  4.7792  9.673  1.182  1.461  0.952  1.944  3.015  3.663  3.847  3.995  4.753  6.8845E+01  1.3964E+02  2.0243E+02
 0.5551368  3.5866 -1.2913  4.7716  9.086  1.239  1.409  0.894  1.756  2.680  3.328  3.486  3.631  4.349  7.3884E+01  1.2822E+02  1.6660E+02
 0.5932661  3.6090 -1.1609  4.7598  8.530  1.243  1.340  0.821  1.562  2.402  3.040  3.172  3.299  3.955  8.3209E+01  1.2302E+02  1.4284E+02
 0.6383454  3.6305 -1.0227  4.7393  8.015  1.202  1.262  0.741  1.374  2.211  2.832  2.945  3.051  3.651  9.6969E+01  1.2080E+02  1.2441E+02
 0.6902354  3.6510 -0.8782  4.7109  7.512  1.112  1.174  0.661  1.207  2.040  2.636  2.737  2.833  3.392  1.0538E+02  1.0979E+02  9.9740E+01
 0.7437272  3.6710 -0.7355  4.6806  7.012  0.962  1.070  0.582  1.058  1.846  2.402  2.497  2.583  3.100  1.0746E+02  9.4018E+01  7.5541E+01
 0.7976918  3.6906 -0.5952  4.6492  6.532  0.763  0.960  0.512  0.939  1.644  2.154  2.238  2.313  2.786  1.1197E+02  8.2874E+01  5.9202E+01
 0.8556974  3.7094 -0.4551  4.6149  6.110  0.550  0.863  0.468  0.874  1.498  1.970  2.048  2.113  2.555  1.1688E+02  7.3522E+01  4.6850E+01
 0.9145738  3.7277 -0.3180  4.5798  5.717  0.373  0.777  0.434  0.823  1.376  1.813  1.884  1.941  2.356  1.1772E+02  6.3358E+01  3.6181E+01
 0.9734160  3.7455 -0.1851  4.5453  5.333  0.223  0.699  0.397  0.764  1.248  1.632  1.695  1.744  2.116  1.2151E+02  5.6348E+01  2.8981E+01
 1.0360821  3.7625 -0.0516  4.5068  4.959  0.101  0.628  0.357  0.694  1.132  1.473  1.525  1.566  1.903  1.2828E+02  5.1408E+01  2.3863E+01
 1.1016985  3.7784  0.0841  4.4614  4.595  0.038  0.572  0.323  0.631  1.052  1.363  1.414  1.450  1.772  1.3784E+02  4.7728E+01  1.9995E+01
 1.1739213  3.7931  0.2237  4.4083  4.214  0.006  0.523  0.294  0.574  0.945  1.220  1.266  1.294  1.589  1.4804E+02  4.4232E+01  1.6708E+01
 1.2497409  3.8073  0.3594  4.3566  3.849 -0.020  0.476  0.266  0.520  0.838  1.073  1.114  1.135  1.394  1.5501E+02  3.9987E+01  1.3624E+01
 1.3289355  3.8209  0.4914  4.3058  3.497 -0.024  0.432  0.240  0.473  0.739  0.935  0.972  0.986  1.211  1.6222E+02  3.6214E+01  1.1147E+01
 1.4119565  3.8341  0.6197  4.2562  3.163 -0.021  0.391  0.214  0.426  0.652  0.817  0.850  0.858  1.051  1.6551E+02  3.2103E+01  8.9523E+00
 1.4944438  3.8473  0.7367  4.2169  2.861 -0.018  0.347  0.185  0.373  0.574  0.715  0.746  0.747  0.915  1.6331E+02  2.7727E+01  7.0412E+00
 1.5752650  3.8606  0.8442  4.1853  2.580  0.023  0.314  0.164  0.340  0.492  0.616  0.648  0.644  0.796  1.6677E+02  2.4953E+01  5.7983E+00
 1.6612168  3.8730  0.9522  4.1501  2.298  0.066  0.280  0.139  0.303  0.412  0.524  0.556  0.548  0.690  1.8219E+02  2.4021E+01  5.1076E+00
 1.7574570  3.8837  1.0690  4.1006  2.004  0.091  0.244  0.119  0.267  0.347  0.447  0.478  0.465  0.595  2.1009E+02  2.4216E+01  4.6860E+00
 1.8713089  3.8909  1.2024  4.0232  1.672  0.111  0.214  0.105  0.238  0.305  0.395  0.426  0.409  0.528  2.3408E+02  2.3374E+01  4.0900E+00
 1.9915419  3.8887  1.3377  3.9060  1.329  0.126  0.214  0.104  0.238  0.313  0.402  0.433  0.420  0.541  2.0196E+02  1.7648E+01  2.8109E+00
 2.0732657  3.8791  1.4282  3.7949  1.099  0.121  0.239  0.118  0.263  0.366  0.464  0.495  0.489  0.620  1.3857E+02  1.0964E+01  1.6281E+00
 2.1301121  3.8665  1.4870  3.6975  0.957  0.087  0.273  0.142  0.299  0.441  0.549  0.583  0.582  0.723  9.3319E+01  6.9176E+00  9.8104E-01
 2.1665843  3.8526  1.5220  3.6140  0.873  0.063  0.311  0.165  0.333  0.519  0.644  0.679  0.682  0.839  7.1264E+01  5.0496E+00  6.9374E-01
 2.2013762  3.8501  1.5756  3.5574  0.734  0.067  0.319  0.169  0.341  0.528  0.657  0.692  0.694  0.857  4.1231E+01  2.8341E+00  3.8113E-01
 2.2078150  3.8584  1.6007  3.5670  0.664  0.095  0.296  0.153  0.320  0.475  0.593  0.629  0.628  0.783  1.1947E+01  8.0964E-01  1.0780E-01
 2.2133237  3.8689  1.6286  3.5820  0.583  0.139  0.261  0.128  0.282  0.405  0.512  0.547  0.543  0.686  4.5331E+00  3.0585E-01  4.0596E-02
 2.2123481  3.8815  1.6503  3.6104  0.528  0.168  0.217  0.104  0.238  0.327  0.423  0.453  0.443  0.572 -9.8409E-01 -6.6334E-02 -8.7988E-03
 2.2123396  3.8922  1.6740  3.6296  0.476  0.179  0.177  0.086  0.200  0.271  0.354  0.383  0.365  0.480  3.1697E-01  2.1370E-02  2.8349E-03
 2.2126651  3.9031  1.6999  3.6475  0.425  0.181  0.134  0.067  0.163  0.226  0.292  0.321  0.305  0.402  6.3416E-01  4.2743E-02  5.6694E-03
 2.2129738  3.8962  1.6834  3.6364  0.458  0.177  0.163  0.080  0.190  0.257  0.333  0.361  0.345  0.454  5.2831E-01  3.5598E-02  4.7205E-03
 2.2131934  3.8894  1.6788  3.6136  0.468  0.168  0.190  0.092  0.214  0.295  0.380  0.410  0.398  0.516  4.1058E-01  2.7658E-02  3.6670E-03
 2.2133844  3.8785  1.6720  3.5769  0.477  0.159  0.223  0.109  0.247  0.354  0.448  0.480  0.477  0.606  3.9397E-01  2.6534E-02  3.5175E-03
 2.2135873  3.8692  1.6751  3.5369  0.474  0.128  0.253  0.130  0.280  0.412  0.515  0.550  0.549  0.687  4.4483E-01  2.9952E-02  3.9700E-03
 2.2138292  3.8604  1.6791  3.4975  0.469  0.101  0.281  0.147  0.304  0.464  0.577  0.612  0.614  0.762  5.2184E-01  3.5129E-02  4.6553E-03
 2.2141092  3.8519  1.6822  3.4604  0.465  0.080  0.309  0.163  0.329  0.515  0.638  0.673  0.677  0.835  6.0631E-01  4.0803E-02  5.4061E-03
 2.2144355  3.8436  1.6828  3.4268  0.469  0.076  0.338  0.182  0.363  0.564  0.700  0.738  0.745  0.918  6.6056E-01  4.4439E-02  5.8864E-03
 2.2147698  3.8356  1.6823  3.3954  0.476  0.074  0.367  0.200  0.399  0.614  0.764  0.804  0.818  1.008  7.0195E-01  4.7206E-02  6.2514E-03
 2.2151374  3.8279  1.6801  3.3669  0.492  0.065  0.391  0.216  0.429  0.669  0.836  0.878  0.896  1.103  7.3334E-01  4.9298E-02  6.5267E-03
 2.2155031  3.8205  1.6772  3.3400  0.512  0.055  0.415  0.232  0.456  0.724  0.910  0.954  0.977  1.201  7.3683E-01  4.9514E-02  6.5535E-03
 2.2158743  3.8133  1.6731  3.3154  0.536  0.051  0.438  0.247  0.482  0.778  0.983  1.029  1.055  1.297  7.4327E-01  4.9927E-02  6.6063E-03
 2.2162464  3.8063  1.6681  3.2927  0.561  0.053  0.461  0.261  0.509  0.831  1.053  1.102  1.131  1.389  7.4075E-01  4.9738E-02  6.5795E-03
 2.2166150  3.7996  1.6623  3.2716  0.588  0.059  0.485  0.275  0.535  0.882  1.121  1.173  1.206  1.480  7.3037E-01  4.9022E-02  6.4830E-03
 2.2169767  3.7931  1.6546  3.2534  0.622  0.067  0.508  0.289  0.563  0.932  1.188  1.242  1.279  1.568  7.1851E-01  4.8208E-02  6.3736E-03
 2.2173335  3.7868  1.6454  3.2376  0.659  0.075  0.531  0.302  0.589  0.978  1.251  1.306  1.347  1.649  7.1320E-01  4.7833E-02  6.3224E-03
 2.2176899  3.7808  1.6340  3.2249  0.700  0.083  0.553  0.315  0.614  1.018  1.305  1.362  1.405  1.717  7.1887E-01  4.8195E-02  6.3685E-03
 2.2180524  3.7750  1.6208  3.2150  0.743  0.094  0.574  0.327  0.637  1.051  1.349  1.407  1.452  1.772  7.1741E-01  4.8079E-02  6.3515E-03
 2.2184073  3.7694  1.6059  3.2077  0.791  0.108  0.596  0.339  0.660  1.082  1.392  1.450  1.497  1.823  6.9325E-01  4.6442E-02  6.1337E-03
 2.2187457  3.7642  1.5870  3.2057  0.849  0.126  0.617  0.350  0.682  1.113  1.436  1.495  1.544  1.878  6.4836E-01  4.3419E-02  5.7330E-03
 2.2190557  3.7591  1.5676  3.2049  0.909  0.149  0.639  0.362  0.704  1.147  1.482  1.543  1.594  1.937  6.0401E-01  4.0436E-02  5.3379E-03
 2.2193497  3.7543  1.5471  3.2062  0.973  0.175  0.660  0.374  0.725  1.182  1.530  1.595  1.649  2.001  5.5465E-01  3.7120E-02  4.8991E-03
 2.2196103  3.7495  1.5274  3.2070  1.036  0.204  0.682  0.385  0.744  1.218  1.578  1.646  1.702  2.063  5.0059E-01  3.3493E-02  4.4195E-03
 2.2198503  3.7450  1.5080  3.2081  1.097  0.234  0.704  0.395  0.762  1.251  1.624  1.693  1.752  2.122  4.7977E-01  3.2092E-02  4.2338E-03
 2.2200901  3.7405  1.4889  3.2094  1.155  0.265  0.727  0.403  0.776  1.281  1.665  1.736  1.798  2.174  4.7412E-01  3.1706E-02  4.1822E-03
 2.2203244  3.7362  1.4698  3.2112  1.213  0.297  0.749  0.410  0.789  1.309  1.704  1.776  1.840  2.221  4.9034E-01  3.2782E-02  4.3234E-03
 2.2205805  3.7319  1.4536  3.2104  1.264  0.330  0.771  0.418  0.801  1.337  1.743  1.816  1.882  2.268  5.0795E-01  3.3950E-02  4.4766E-03
 2.2208323  3.7277  1.4378  3.2095  1.314  0.362  0.792  0.425  0.812  1.365  1.781  1.855  1.923  2.314  5.2095E-01  3.4810E-02  4.5891E-03
 2.2211014  3.7236  1.4289  3.2018  1.350  0.394  0.810  0.434  0.828  1.394  1.822  1.897  1.965  2.362  5.3825E-01  3.5955E-02  4.7392E-03
 2.2213706  3.7194  1.4219  3.1923  1.382  0.425  0.826  0.444  0.844  1.424  1.864  1.941  2.008  2.412  5.5343E-01  3.6959E-02  4.8704E-03
 2.2216548  3.7155  1.4229  3.1757  1.394  0.454  0.841  0.454  0.862  1.452  1.904  1.983  2.048  2.460  5.8191E-01  3.8849E-02  5.1184E-03
 2.2219525  3.7117  1.4312  3.1524  1.389  0.483  0.854  0.465  0.881  1.480  1.943  2.023  2.086  2.505  5.9148E-01  3.9476E-02  5.1999E-03
 2.2222463  3.7082  1.4415  3.1279  1.378  0.510  0.868  0.475  0.898  1.505  1.980  2.060  2.121  2.547  5.8988E-01  3.9357E-02  5.1831E-03
 2.2225424  3.7052  1.4610  3.0964  1.340  0.535  0.880  0.482  0.909  1.525  2.007  2.089  2.150  2.579  5.8763E-01  3.9195E-02  5.1606E-03
 2.2228340  3.7022  1.4808  3.0650  1.301  0.560  0.892  0.489  0.920  1.544  2.034  2.117  2.177  2.611  5.8216E-01  3.8817E-02  5.1098E-03
 2.2231245  3.6996  1.5040  3.0311  1.251  0.584  0.904  0.494  0.930  1.561  2.057  2.141  2.202  2.638  5.7359E-01  3.8235E-02  5.0320E-03
 2.2234075  3.6971  1.5280  2.9974  1.199  0.607  0.916  0.499  0.937  1.575  2.077  2.161  2.224  2.662  5.6776E-01  3.7835E-02  4.9783E-03
 2.2236923  3.6948  1.5542  2.9619  1.141  0.628  0.927  0.504  0.946  1.589  2.096  2.181  2.245  2.685  5.6796E-01  3.7836E-02  4.9775E-03
 2.2239755  3.6927  1.5812  2.9265  1.081  0.649  0.937  0.508  0.953  1.601  2.113  2.199  2.263  2.705  5.5974E-01  3.7278E-02  4.9030E-03
 2.2242520  3.6907  1.6079  2.8919  1.020  0.669  0.946  0.512  0.960  1.613  2.128  2.215  2.280  2.724  5.4722E-01  3.6433E-02  4.7909E-03
 2.2245227  3.6888  1.6346  2.8577  0.960  0.687  0.954  0.517  0.966  1.623  2.143  2.230  2.296  2.741  5.4882E-01  3.6530E-02  4.8026E-03
 2.2248008  3.6870  1.6609  2.8243  0.900  0.706  0.963  0.521  0.973  1.634  2.157  2.245  2.312  2.758  5.4936E-01  3.6554E-02  4.8049E-03
 2.2250721  3.6853  1.6860  2.7923  0.844  0.724  0.972  0.525  0.979  1.644  2.170  2.259  2.327  2.775  5.3699E-01  3.5721E-02  4.6944E-03
 2.2253378  3.6836  1.7107  2.7610  0.788  0.742  0.980  0.529  0.985  1.653  2.183  2.273  2.342  2.791  5.3407E-01  3.5517E-02  4.6667E-03
 2.2256061  3.6820  1.7349  2.7304  0.734  0.759  0.988  0.532  0.992  1.664  2.197  2.288  2.357  2.808  5.3482E-01  3.5557E-02  4.6710E-03
 2.2258727  3.6804  1.7582  2.7007  0.682  0.777  0.996  0.536  0.998  1.674  2.211  2.302  2.372  2.825  5.2828E-01  3.5112E-02  4.6116E-03
 2.2261344  3.6788  1.7812  2.6716  0.630  0.794  1.004  0.539  1.003  1.684  2.224  2.316  2.387  2.841  5.1360E-01  3.4127E-02  4.4814E-03
 2.2263862  3.6773  1.8035  2.6432  0.581  0.811  1.013  0.543  1.009  1.694  2.237  2.331  2.402  2.858  4.9656E-01  3.2986E-02  4.3308E-03
 2.2266310  3.6758  1.8252  2.6155  0.533  0.828  1.021  0.546  1.015  1.705  2.252  2.346  2.418  2.876  4.8578E-01  3.2261E-02  4.2348E-03
 2.2268720  3.6743  1.8465  2.5884  0.486  0.846  1.029  0.550  1.021  1.715  2.266  2.360  2.434  2.893  4.7643E-01  3.1632E-02  4.1515E-03
 2.2271074  3.6729  1.8673  2.5618  0.440  0.863  1.037  0.553  1.026  1.725  2.280  2.375  2.449  2.910  4.5985E-01  3.0524E-02  4.0054E-03
 2.2273319  3.6714  1.8876  2.5359  0.396  0.880  1.044  0.557  1.032  1.736  2.294  2.390  2.465  2.928  4.4243E-01  2.9361E-02  3.8521E-03
 2.2275498  3.6700  1.9074  2.5105  0.353  0.897  1.052  0.560  1.038  1.747  2.309  2.405  2.481  2.945  4.3132E-01  2.8617E-02  3.7539E-03
 2.2277632  3.6687  1.9268  2.4857  0.311  0.914  1.059  0.563  1.043  1.758  2.323  2.419  2.497  2.962  4.2152E-01  2.7960E-02  3.6672E-03
 2.2279714  3.6673  1.9458  2.4614  0.270  0.930  1.067  0.567  1.049  1.768  2.337  2.434  2.513  2.979  4.0524E-01  2.6875E-02  3.5243E-03
 2.2281684  3.6660  1.9643  2.4376  0.231  0.946  1.074  0.570  1.055  1.779  2.351  2.449  2.529  2.997  3.8867E-01  2.5770E-02  3.3790E-03
 2.2283600  3.6647  1.9824  2.4143  0.193  0.962  1.082  0.574  1.061  1.790  2.366  2.464  2.545  3.015  3.7967E-01  2.5168E-02  3.2996E-03
 2.2285481  3.6634  2.0001  2.3914  0.156  0.978  1.089  0.577  1.067  1.801  2.380  2.479  2.561  3.033  3.7283E-01  2.4710E-02  3.2390E-03
 2.2287329  3.6622  2.0175  2.3691  0.119  0.993  1.096  0.580  1.073  1.812  2.394  2.494  2.576  3.050  3.6273E-01  2.4036E-02  3.1503E-03
 2.2289108  3.6609  2.0344  2.3472  0.084  1.009  1.103  0.584  1.079  1.823  2.408  2.509  2.592  3.068  3.5057E-01  2.3226E-02  3.0437E-03
 2.2290834  3.6597  2.0510  2.3258  0.050  1.024  1.110  0.587  1.086  1.834  2.423  2.524  2.608  3.086  3.4213E-01  2.2662E-02  2.9694E-03
 2.2292530  3.6585  2.0672  2.3048  0.017  1.038  1.117  0.591  1.093  1.846  2.437  2.539  2.624  3.104  3.3587E-01  2.2244E-02  2.9143E-03
 2.2294193  3.6573  2.0831  2.2842 -0.015  1.052  1.123  0.595  1.099  1.856  2.451  2.553  2.639  3.121  3.2860E-01  2.1759E-02  2.8503E-03
 2.2295816  3.6562  2.0987  2.2640 -0.047  1.067  1.130  0.598  1.105  1.867  2.465  2.568  2.655  3.138  3.2039E-01  2.1212E-02  2.7783E-03
 2.2297397  3.6550  2.1140  2.2442 -0.077  1.080  1.137  0.602  1.113  1.878  2.479  2.583  2.670  3.156  3.1317E-01  2.0730E-02  2.7149E-03
 2.2298947  3.6539  2.1291  2.2247 -0.107  1.094  1.143  0.606  1.120  1.889  2.493  2.597  2.685  3.173  3.0722E-01  2.0333E-02  2.6626E-03
 2.2300469  3.6528  2.1439  2.2056 -0.136  1.107  1.149  0.611  1.127  1.899  2.507  2.611  2.700  3.190  3.0148E-01  1.9950E-02  2.6121E-03
 2.2301962  3.6518  2.1584  2.1869 -0.165  1.120  1.156  0.615  1.134  1.910  2.520  2.625  2.715  3.207  2.9558E-01  1.9556E-02  2.5603E-03
 2.2303425  3.6507  2.1726  2.1685 -0.193  1.133  1.162  0.619  1.141  1.920  2.533  2.639  2.730  3.224  2.8879E-01  1.9104E-02  2.5009E-03
 2.2304850  3.6497  2.1865  2.1505 -0.220  1.146  1.168  0.624  1.149  1.930  2.547  2.654  2.745  3.241  2.8171E-01  1.8633E-02  2.4389E-03
 2.2306242  3.6486  2.2001  2.1328 -0.245  1.158  1.174  0.629  1.157  1.941  2.560  2.668  2.760  3.258  2.7593E-01  1.8248E-02  2.3883E-03
 2.2307609  3.6476  2.2134  2.1155 -0.271  1.171  1.181  0.633  1.165  1.951  2.573  2.682  2.775  3.275  2.7083E-01  1.7908E-02  2.3436E-03
 2.2308950  3.6466  2.2265  2.0984 -0.295  1.184  1.187  0.638  1.173  1.961  2.586  2.697  2.790  3.292  2.6549E-01  1.7552E-02  2.2968E-03
 2.2310264  3.6456  2.2393  2.0817 -0.319  1.196  1.193  0.643  1.182  1.971  2.598  2.711  2.804  3.309  2.6078E-01  1.7239E-02  2.2556E-03
 2.2311558  3.6447  2.2519  2.0653 -0.343  1.208  1.199  0.648  1.189  1.981  2.611  2.724  2.819  3.326  2.5726E-01  1.7004E-02  2.2246E-03
 2.2312837  3.6437  2.2644  2.0491 -0.366  1.219  1.205  0.653  1.198  1.991  2.623  2.738  2.833  3.342  2.5366E-01  1.6764E-02  2.1930E-03
 2.2314095  3.6428  2.2767  2.0331 -0.389  1.230  1.210  0.658  1.206  2.001  2.636  2.752  2.848  3.359  2.4948E-01  1.6485E-02  2.1563E-03
 2.2315332  3.6419  2.2887  2.0175 -0.411  1.241  1.216  0.663  1.215  2.011  2.648  2.765  2.862  3.376  2.4542E-01  1.6215E-02  2.1208E-03
 2.2316549  3.6410  2.3006  2.0021 -0.433  1.252  1.222  0.668  1.223  2.021  2.660  2.778  2.876  3.392  2.4149E-01  1.5953E-02  2.0863E-03
 2.2317746  3.6402  2.3123  1.9869 -0.454  1.263  1.227  0.672  1.231  2.031  2.672  2.791  2.890  3.408  2.3747E-01  1.5685E-02  2.0511E-03
 2.2318924  3.6393  2.3237  1.9720 -0.476  1.273  1.232  0.677  1.239  2.040  2.684  2.804  2.903  3.424  2.3466E-01  1.5498E-02  2.0264E-03
 2.2320093  3.6385  2.3350  1.9574 -0.496  1.283  1.238  0.681  1.247  2.049  2.695  2.817  2.917  3.439  2.3373E-01  1.5434E-02  2.0180E-03
 2.2321261  3.6376  2.3460  1.9431 -0.516  1.294  1.243  0.686  1.255  2.059  2.707  2.830  2.930  3.455  2.3171E-01  1.5300E-02  2.0002E-03
 2.2322410  3.6368  2.3569  1.9289 -0.535  1.303  1.248  0.690  1.263  2.068  2.719  2.843  2.944  3.471  2.2837E-01  1.5077E-02  1.9709E-03
 2.2323545  3.6360  2.3675  1.9151 -0.554  1.313  1.253  0.694  1.270  2.078  2.731  2.856  2.957  3.486  2.2512E-01  1.4861E-02  1.9425E-03
 2.2324661  3.6352  2.3780  1.9014 -0.572  1.323  1.258  0.699  1.278  2.087  2.742  2.868  2.970  3.501  2.2155E-01  1.4623E-02  1.9112E-03
 2.2325760  3.6344  2.3883  1.8879 -0.590  1.332  1.263  0.703  1.286  2.096  2.753  2.881  2.983  3.516  2.1804E-01  1.4390E-02  1.8807E-03
 2.2326842  3.6336  2.3985  1.8747 -0.608  1.342  1.268  0.707  1.293  2.105  2.764  2.893  2.995  3.531  2.1279E-01  1.4042E-02  1.8350E-03
 2.2327888  3.6328  2.4085  1.8617 -0.626  1.351  1.272  0.711  1.300  2.114  2.775  2.905  3.008  3.545  2.0162E-01  1.3303E-02  1.7383E-03
 2.2328858  3.6321  2.4184  1.8488 -0.643  1.360  1.277  0.714  1.307  2.123  2.787  2.917  3.020  3.560  1.9180E-01  1.2654E-02  1.6534E-03
 2.2329806  3.6314  2.4280  1.8362 -0.660  1.369  1.281  0.718  1.313  2.132  2.798  2.929  3.032  3.574  1.8752E-01  1.2371E-02  1.6162E-03
 2.2330733  3.6306  2.4376  1.8238 -0.677  1.378  1.286  0.721  1.319  2.141  2.809  2.940  3.045  3.588  1.8433E-01  1.2159E-02  1.5885E-03
 2.2331649  3.6299  2.4470  1.8115 -0.693  1.387  1.290  0.724  1.326  2.150  2.820  2.952  3.057  3.602  1.8186E-01  1.1995E-02  1.5670E-03
 2.2332552  3.6292  2.4562  1.7994 -0.710  1.396  1.294  0.727  1.332  2.159  2.831  2.963  3.069  3.616  1.7913E-01  1.1814E-02  1.5432E-03
 2.2333441  3.6285  2.4653  1.7875 -0.725  1.405  1.299  0.731  1.338  2.167  2.841  2.975  3.080  3.629  1.7646E-01  1.1637E-02  1.5199E-03
 2.2334316  3.6278  2.4743  1.7758 -0.741  1.413  1.303  0.734  1.344  2.176  2.852  2.986  3.092  3.642  1.8061E-01  1.1909E-02  1.5554E-03
 2.2335247  3.6271  2.4832  1.7643 -0.757  1.422  1.307  0.737  1.350  2.184  2.862  2.997  3.103  3.655  2.2698E-01  1.4965E-02  1.9543E-03
 2.2336586  3.6265  2.4919  1.7529 -0.771  1.431  1.311  0.740  1.356  2.193  2.873  3.008  3.115  3.669  2.7721E-01  1.8274E-02  2.3864E-03
 2.2338019  3.6258  2.5004  1.7418 -0.786  1.440  1.315  0.742  1.361  2.201  2.883  3.019  3.126  3.682  2.8373E-01  1.8701E-02  2.4418E-03
 2.2339423  3.6251  2.5088  1.7307 -0.800  1.449  1.319  0.745  1.366  2.210  2.893  3.030  3.138  3.695  2.7889E-01  1.8379E-02  2.3996E-03
 2.2340808  3.6245  2.5171  1.7199 -0.814  1.458  1.323  0.747  1.372  2.218  2.904  3.041  3.149  3.708  2.7490E-01  1.8114E-02  2.3647E-03
 2.2342172  3.6239  2.5253  1.7092 -0.828  1.467  1.327  0.750  1.377  2.226  2.914  3.051  3.160  3.720  2.7100E-01  1.7854E-02  2.3306E-03
 2.2343518  3.6232  2.5334  1.6986 -0.842  1.475  1.330  0.752  1.382  2.234  2.924  3.062  3.171  3.733  2.6718E-01  1.7600E-02  2.2972E-03
 2.2344844  3.6226  2.5414  1.6882 -0.855  1.484  1.334  0.755  1.387  2.242  2.934  3.072  3.181  3.745  2.6344E-01  1.7351E-02  2.2645E-03
 2.2346152  3.6220  2.5492  1.6780 -0.869  1.492  1.338  0.757  1.392  2.250  2.943  3.082  3.192  3.757  2.5978E-01  1.7108E-02  2.2325E-03
 2.2347442  3.6214  2.5570  1.6678 -0.882  1.501  1.341  0.760  1.397  2.258  2.953  3.093  3.202  3.769  1.2898E-01  8.4933E-03  1.1082E-03

age(Gyr)= 1.000 140 points
 0.4000000  3.4677 -1.9237  4.7863 12.819  1.373  1.763  1.505  3.325  5.190  5.787  6.126  6.422  7.320  2.8869E+01  1.0393E+02  2.2520E+02
 0.4288688  3.4917 -1.7992  4.7880 11.976  1.255  1.624  1.317  2.965  4.622  5.222  5.514  5.764  6.633  5.7571E+01  1.8374E+02  3.6618E+02
 0.4575710  3.5156 -1.6748  4.7876 11.161  1.143  1.506  1.162  2.616  4.053  4.675  4.922  5.131  5.972  5.7400E+01  1.5726E+02  2.8152E+02
 0.4862692  3.5394 -1.5497  4.7838 10.326  1.110  1.490  1.035  2.219  3.400  4.040  4.250  4.417  5.207  6.1781E+01  1.4594E+02  2.3544E+02
 0.5193516  3.5627 -1.4223  4.7782  9.691  1.182  1.464  0.955  1.951  3.029  3.678  3.862  4.011  4.771  6.8492E+01  1.3899E+02  2.0156E+02
 0.5547611  3.5856 -1.2945  4.7708  9.103  1.239  1.412  0.895  1.762  2.693  3.341  3.501  3.645  4.367  7.1426E+01  1.2438E+02  1.6198E+02
 0.5907775  3.6082 -1.1674  4.7612  8.552  1.247  1.344  0.827  1.573  2.407  3.046  3.179  3.310  3.969  8.2137E+01  1.2225E+02  1.4261E+02
 0.6368978  3.6295 -1.0282  4.7397  8.033  1.207  1.266  0.743  1.379  2.217  2.839  2.951  3.057  3.658  9.6660E+01  1.2133E+02  1.2561E+02
 0.6874378  3.6499 -0.8851  4.7116  7.541  1.122  1.181  0.668  1.219  2.056  2.655  2.757  2.854  3.416  1.0315E+02  1.0845E+02  9.9142E+01
 0.7400485  3.6698 -0.7438  4.6818  7.038  0.974  1.075  0.584  1.061  1.855  2.414  2.509  2.595  3.116  1.0587E+02  9.3700E+01  7.5893E+01
 0.7933084  3.6891 -0.6048  4.6506  6.563  0.778  0.967  0.515  0.944  1.657  2.169  2.255  2.330  2.806  1.1037E+02  8.2764E+01  5.9666E+01
 0.8504212  3.7078 -0.4664  4.6169  6.142  0.568  0.871  0.471  0.878  1.507  1.982  2.060  2.126  2.569  1.1467E+02  7.3203E+01  4.7132E+01
 0.9079748  3.7258 -0.3309  4.5820  5.754  0.389  0.786  0.437  0.828  1.389  1.832  1.903  1.961  2.381  1.1486E+02  6.2888E+01  3.6345E+01
