Z=0.018120 Y=0.266240 OS=0.20 l/Hp=1.743201 [Fe/H]=    0.000 [Alpha/Fe]= 0.00
  M/Msun     logT  logL/Ls   logg    Mv     U-B    B-V    V-R    V-I    V-J    V-H    V-K    V-L    V-M     #(x=-1)    #(x=1.35)    #(x=3)
 1.0052455  3.6416  1.6437  2.3147  1.208  1.195  1.196  0.670  1.225  2.013  2.657  2.776  2.869  3.394  3.0902E-01  1.3300E-01  6.4844E-02
 1.0054182  3.6396  1.6801  2.2704  1.137  1.219  1.209  0.682  1.246  2.037  2.686  2.808  2.903  3.434  2.9623E-01  1.2745E-01  6.2123E-02
 1.0055417  3.6369  1.7246  2.2155  1.051  1.251  1.226  0.696  1.271  2.067  2.723  2.848  2.945  3.483  2.0968E-01  9.0187E-02  4.3951E-02
 1.0056278  3.6342  1.7676  2.1617  0.969  1.282  1.242  0.708  1.294  2.098  2.763  2.890  2.990  3.533  1.6023E-01  6.8902E-02  3.3573E-02
 1.0057020  3.6316  1.8098  2.1088  0.889  1.314  1.259  0.719  1.316  2.130  2.803  2.932  3.034  3.584  1.2105E-01  5.2047E-02  2.5357E-02
 1.0057489  3.6288  1.8510  2.0567  0.811  1.347  1.275  0.730  1.338  2.162  2.843  2.975  3.079  3.635  1.1366E-01  4.8862E-02  2.3803E-02
 1.0058156  3.6262  1.8916  2.0057  0.735  1.382  1.291  0.739  1.358  2.195  2.884  3.017  3.123  3.685  1.2847E-01  5.5220E-02  2.6898E-02
 1.0058774  3.6236  1.9315  1.9555  0.661  1.417  1.307  0.748  1.377  2.228  2.925  3.060  3.166  3.735  1.1707E-01  5.0313E-02  2.4505E-02
 1.0059327  3.6211  1.9707  1.9061  0.589  1.451  1.323  0.758  1.397  2.261  2.966  3.103  3.211  3.785  1.0572E-01  4.5430E-02  2.2125E-02
 1.0059831  3.6185  2.0088  1.8577  0.521  1.484  1.338  0.768  1.416  2.296  3.008  3.147  3.257  3.837  9.6808E-02  4.1595E-02  2.0255E-02
 1.0060295  3.6159  2.0459  1.8103  0.456  1.517  1.354  0.778  1.436  2.331  3.051  3.191  3.303  3.890  8.8042E-02  3.7825E-02  1.8418E-02
 1.0060711  3.6134  2.0824  1.7636  0.394  1.546  1.368  0.787  1.458  2.368  3.096  3.238  3.352  3.945  8.0963E-02  3.4780E-02  1.6934E-02
 1.0061105  3.6108  2.1182  1.7177  0.335  1.573  1.382  0.797  1.479  2.404  3.141  3.284  3.401  4.001  7.4344E-02  3.1934E-02  1.5548E-02
 1.0061455  3.6083  2.1533  1.6727  0.279  1.598  1.397  0.807  1.502  2.444  3.188  3.334  3.452  4.059  6.8254E-02  2.9315E-02  1.4272E-02
 1.0061787  3.6058  2.1875  1.6285  0.227  1.622  1.411  0.817  1.527  2.484  3.235  3.384  3.504  4.118  6.2971E-02  2.7044E-02  1.3165E-02
 1.0062084  3.6033  2.2207  1.5852  0.179  1.645  1.426  0.829  1.554  2.526  3.286  3.437  3.558  4.182  5.7875E-02  2.4854E-02  1.2098E-02
 1.0062366  3.6009  2.2538  1.5424  0.131  1.667  1.441  0.840  1.581  2.566  3.334  3.489  3.612  4.244  5.4776E-02  2.3521E-02  1.1449E-02
 1.0062632  3.5986  2.2868  1.5001  0.084  1.690  1.457  0.852  1.607  2.606  3.382  3.539  3.665  4.304  5.3133E-02  2.2814E-02  1.1105E-02
 1.0062897  3.5962  2.3185  1.4589  0.042  1.712  1.474  0.866  1.637  2.648  3.433  3.593  3.721  4.370  5.2839E-02  2.2687E-02  1.1042E-02
 1.0063160  3.5938  2.3493  1.4184  0.004  1.733  1.491  0.880  1.668  2.692  3.484  3.649  3.779  4.438  4.8626E-02  2.0877E-02  1.0161E-02
 1.0063384  3.5914  2.3799  1.3785 -0.033  1.754  1.507  0.894  1.700  2.736  3.536  3.705  3.838  4.507  4.2728E-02  1.8343E-02  8.9275E-03
 1.0063588  3.5892  2.4102  1.3391 -0.069  1.773  1.522  0.908  1.732  2.781  3.587  3.761  3.896  4.575  3.9130E-02  1.6798E-02  8.1750E-03
 1.0063775  3.5869  2.4397  1.3004 -0.099  1.791  1.536  0.920  1.766  2.829  3.642  3.821  3.958  4.647  3.6577E-02  1.5701E-02  7.6411E-03
 1.0063953  3.5846  2.4685  1.2625 -0.126  1.808  1.549  0.933  1.802  2.879  3.698  3.881  4.021  4.719  3.4019E-02  1.4603E-02  7.1063E-03
 1.0064115  3.5823  2.4967  1.2253 -0.148  1.823  1.559  0.944  1.839  2.932  3.758  3.945  4.088  4.795  3.1431E-02  1.3491E-02  6.5652E-03
 1.0064268  3.5801  2.5242  1.1887 -0.167  1.836  1.568  0.954  1.876  2.988  3.819  4.011  4.156  4.873  2.9566E-02  1.2690E-02  6.1753E-03
 1.0064411  3.5778  2.5511  1.1529 -0.181  1.845  1.576  0.964  1.914  3.047  3.884  4.080  4.228  4.953  2.7553E-02  1.1826E-02  5.7544E-03
 1.0064543  3.5756  2.5773  1.1177 -0.187  1.851  1.583  0.972  1.954  3.112  3.955  4.155  4.306  5.036  2.5949E-02  1.1137E-02  5.4192E-03
 1.0064670  3.5733  2.6029  1.0832 -0.192  1.855  1.589  0.980  1.994  3.178  4.026  4.230  4.384  5.120  2.4209E-02  1.0390E-02  5.0556E-03
 1.0064785  3.5711  2.6276  1.0494 -0.186  1.852  1.594  0.986  2.038  3.253  4.105  4.314  4.471  5.210  2.2728E-02  9.7543E-03  4.7462E-03
 1.0064897  3.5689  2.6521  1.0162 -0.179  1.850  1.599  0.993  2.082  3.328  4.184  4.397  4.558  5.300  2.1409E-02  9.1878E-03  4.4704E-03
 1.0064999  3.5667  2.6758  0.9836 -0.163  1.841  1.604  0.999  2.128  3.409  4.271  4.487  4.651  5.396  1.9965E-02  8.5680E-03  4.1688E-03
 1.0065097  3.5645  2.6992  0.9516 -0.146  1.831  1.608  1.004  2.174  3.492  4.358  4.578  4.745  5.492  1.8906E-02  8.1135E-03  3.9476E-03
 1.0065189  3.5623  2.7221  0.9201 -0.125  1.819  1.612  1.011  2.222  3.576  4.447  4.670  4.841  5.592  1.7529E-02  7.5221E-03  3.6598E-03
 1.0065272  3.5602  2.7445  0.8891 -0.100  1.804  1.616  1.018  2.271  3.662  4.537  4.764  4.939  5.695  1.6540E-02  7.0978E-03  3.4533E-03
 1.0065354  3.5581  2.7665  0.8586 -0.076  1.788  1.620  1.024  2.320  3.748  4.627  4.858  5.036  5.796  1.5779E-02  6.7711E-03  3.2943E-03
 1.0065430  3.5560  2.7882  0.8286 -0.051  1.771  1.623  1.031  2.370  3.832  4.716  4.950  5.131  5.901  1.4906E-02  6.3961E-03  3.1119E-03
 1.0065503  3.5539  2.8094  0.7991 -0.025  1.754  1.626  1.037  2.419  3.916  4.805  5.042  5.227  6.005  1.4322E-02  6.1457E-03  2.9900E-03
 1.0065573  3.5519  2.8302  0.7701  0.000  1.737  1.629  1.044  2.467  3.998  4.892  5.133  5.321  6.111  1.3563E-02  5.8198E-03  2.8314E-03
 1.0065639  3.5498  2.8504  0.7416  0.025  1.720  1.632  1.051  2.514  4.079  4.978  5.223  5.413  6.221  1.2891E-02  5.5312E-03  2.6910E-03
 1.0065702  3.5478  2.8703  0.7136  0.051  1.704  1.634  1.058  2.561  4.160  5.063  5.313  5.505  6.331  1.2342E-02  5.2958E-03  2.5764E-03
 1.0065762  3.5458  2.8897  0.6861  0.078  1.683  1.633  1.066  2.610  4.241  5.149  5.404  5.599  6.458  1.1539E-02  4.9509E-03  2.4086E-03
 1.0065818  3.5438  2.9087  0.6591  0.109  1.659  1.630  1.074  2.662  4.324  5.237  5.497  5.695  6.598  1.1086E-02  4.7568E-03  2.3141E-03
 1.0065873  3.5418  2.9275  0.6325  0.140  1.636  1.627  1.081  2.713  4.406  5.324  5.589  5.790  6.735  1.0392E-02  4.4586E-03  2.1691E-03
 1.0065922  3.5398  2.9456  0.6064  0.175  1.604  1.617  1.091  2.765  4.491  5.413  5.684  5.887  6.892  9.5095E-03  4.0801E-03  1.9849E-03
 1.0065968  3.5379  2.9635  0.5808  0.211  1.569  1.606  1.101  2.818  4.576  5.502  5.780  5.985  7.053  9.2218E-03  3.9566E-03  1.9248E-03
 1.0066014  3.5359  2.9810  0.5555  0.246  1.536  1.595  1.110  2.869  4.660  5.589  5.873  6.081  7.210  8.9751E-03  3.8507E-03  1.8733E-03
 1.0066058  3.5340  2.9984  0.5306  0.283  1.496  1.581  1.119  2.918  4.744  5.676  5.967  6.176  7.351  8.7638E-03  3.7600E-03  1.8291E-03
 1.0066102  3.5322  3.0156  0.5060  0.318  1.457  1.566  1.129  2.965  4.827  5.761  6.059  6.270  7.486  8.7197E-03  3.7411E-03  1.8199E-03
 1.0066145  3.5303  3.0325  0.4817  0.352  1.418  1.552  1.138  3.012  4.908  5.843  6.148  6.361  7.619  8.1766E-03  3.5080E-03  1.7065E-03
 1.0066183  3.5285  3.0486  0.4581  0.392  1.382  1.541  1.148  3.055  4.992  5.929  6.240  6.455  7.731  7.5473E-03  3.2380E-03  1.5752E-03
 1.0066220  3.5266  3.0644  0.4349  0.432  1.347  1.530  1.158  3.096  5.075  6.014  6.330  6.548  7.836  7.3492E-03  3.1530E-03  1.5338E-03
 1.0066257  3.5248  3.0799  0.4121  0.469  1.312  1.519  1.168  3.136  5.155  6.096  6.417  6.637  7.939  7.0988E-03  3.0456E-03  1.4815E-03
 1.0066291  3.5230  3.0952  0.3896  0.510  1.280  1.510  1.181  3.175  5.238  6.181  6.507  6.730  8.040  6.8269E-03  2.9288E-03  1.4247E-03
 1.0066325  3.5212  3.1102  0.3674  0.553  1.249  1.501  1.194  3.214  5.322  6.267  6.599  6.823  8.138  6.6173E-03  2.8389E-03  1.3810E-03
 1.0066358  3.5194  3.1250  0.3456  0.594  1.218  1.491  1.207  3.251  5.404  6.351  6.687  6.914  8.235  6.3573E-03  2.7274E-03  1.3267E-03
 1.0066389  3.5177  3.1395  0.3241  0.635  1.186  1.482  1.221  3.287  5.485  6.434  6.775  7.003  8.333  6.0355E-03  2.5893E-03  1.2595E-03
 1.0066418  3.5160  3.1536  0.3030  0.679  1.156  1.476  1.239  3.325  5.569  6.519  6.863  7.093  8.432  5.8271E-03  2.4998E-03  1.2160E-03
 1.0066447  3.5142  3.1675  0.2822  0.723  1.125  1.468  1.254  3.362  5.651  6.604  6.951  7.182  8.532  5.7492E-03  2.4664E-03  1.1998E-03
 1.0066475  3.5125  3.1812  0.2617  0.766  1.092  1.459  1.268  3.399  5.732  6.687  7.037  7.269  8.634  5.3607E-03  2.2997E-03  1.1187E-03
 1.0066500  3.5108  3.1943  0.2418  0.810  1.057  1.451  1.286  3.437  5.812  6.769  7.122  7.355  8.737  4.8695E-03  2.0890E-03  1.0162E-03
 1.0066524  3.5091  3.2070  0.2223  0.854  1.021  1.444  1.304  3.475  5.891  6.850  7.205  7.440  8.840  4.6074E-03  1.9766E-03  9.6147E-04
 1.0066547  3.5074  3.2194  0.2031  0.900  0.982  1.435  1.322  3.514  5.971  6.933  7.290  7.525  8.945  4.4607E-03  1.9136E-03  9.3084E-04
 1.0066569  3.5058  3.2317  0.1841  0.946  0.944  1.426  1.341  3.553  6.051  7.014  7.374  7.611  9.049  4.4272E-03  1.8992E-03  9.2385E-04
 1.0066591  3.5041  3.2439  0.1654  0.992  0.903  1.419  1.363  3.589  6.130  7.096  7.459  7.697  9.157  4.3821E-03  1.8798E-03  9.1441E-04
 1.0066613  3.5025  3.2559  0.1469  1.041  0.863  1.414  1.390  3.628  6.212  7.180  7.545  7.785  9.261  4.3149E-03  1.8510E-03  9.0039E-04
 1.0066634  3.5009  3.2677  0.1286  1.091  0.824  1.410  1.417  3.667  6.294  7.263  7.632  7.873  9.363  4.2487E-03  1.8226E-03  8.8656E-04
 1.0066655  3.4993  3.2794  0.1106  1.137  0.785  1.406  1.443  3.703  6.372  7.343  7.714  7.957  9.463  4.1714E-03  1.7895E-03  8.7044E-04
 1.0066676  3.4977  3.2909  0.0928  1.179  0.747  1.403  1.470  3.737  6.446  7.418  7.792  8.037  9.557  4.1034E-03  1.7603E-03  8.5624E-04
 1.0066696  3.4962  3.3022  0.0753  1.225  0.711  1.402  1.498  3.774  6.522  7.495  7.872  8.119  9.650  4.0528E-03  1.7386E-03  8.4568E-04
 1.0066716  3.4946  3.3134  0.0580  1.269  0.675  1.401  1.526  3.810  6.597  7.571  7.951  8.200  9.741  4.0081E-03  1.7194E-03  8.3634E-04
 1.0066736  3.4931  3.3244  0.0409  1.310  0.641  1.400  1.553  3.844  6.667  7.642  8.026  8.277  9.828  3.9514E-03  1.6951E-03  8.2450E-04
 1.0066756  3.4916  3.3351  0.0242  1.345  0.610  1.400  1.578  3.876  6.731  7.707  8.093  8.347  9.906  3.8826E-03  1.6655E-03  8.1013E-04
 1.0066775  3.4901  3.3457  0.0076  1.381  0.580  1.402  1.605  3.910  6.795  7.771  8.161  8.417  9.984  3.8275E-03  1.6419E-03  7.9864E-04
 1.0066794  3.4887  3.3562 -0.0087  1.416  0.551  1.403  1.631  3.942  6.858  7.835  8.227  8.486 10.061  3.7808E-03  1.6218E-03  7.8889E-04
 1.0066813  3.4872  3.3665 -0.0249  1.451  0.522  1.404  1.657  3.975  6.920  7.898  8.293  8.554 10.137  1.8788E-03  8.0596E-04  3.9203E-04

age(Gyr)=13.000 140 points
 0.4000000  3.4649 -1.9114  4.7628 12.849  1.376  1.774  1.528  3.365  5.256  5.853  6.197  6.499  7.400  1.0996E+01  4.0612E+01  8.9569E+01
 0.4109960  3.4749 -1.8596  4.7627 12.499  1.321  1.718  1.449  3.217  5.020  5.616  5.942  6.225  7.120  2.1997E+01  7.7476E+01  1.6530E+02
 0.4219973  3.4849 -1.8078  4.7624 12.151  1.271  1.660  1.371  3.069  4.785  5.381  5.689  5.953  6.839  2.2024E+01  7.2899E+01  1.4889E+02
 0.4330202  3.4948 -1.7558  4.7614 11.804  1.232  1.601  1.295  2.919  4.551  5.154  5.439  5.683  6.547  2.1967E+01  6.8442E+01  1.3398E+02
 0.4439638  3.5048 -1.7041  4.7604 11.461  1.191  1.547  1.225  2.770  4.316  4.927  5.193  5.419  6.264  2.1788E+01  6.4020E+01  1.2027E+02
 0.4548084  3.5147 -1.6528  4.7594 11.125  1.141  1.504  1.165  2.627  4.076  4.698  4.946  5.156  5.995  2.1675E+01  6.0168E+01  1.0861E+02
 0.4656386  3.5247 -1.6016  4.7581 10.778  1.109  1.484  1.109  2.469  3.809  4.441  4.673  4.865  5.692  2.1632E+01  5.6819E+01  9.8655E+01
 0.4764406  3.5345 -1.5505  4.7565 10.434  1.096  1.476  1.057  2.307  3.544  4.183  4.401  4.577  5.384  2.1480E+01  5.3466E+01  8.9392E+01
 0.4871190  3.5444 -1.4998  4.7548 10.130  1.114  1.480  1.016  2.160  3.321  3.966  4.170  4.332  5.118  2.1444E+01  5.0653E+01  8.1632E+01
 0.4978847  3.5542 -1.4490  4.7528  9.839  1.139  1.482  0.977  2.021  3.117  3.766  3.956  4.107  4.872  2.3954E+01  5.3604E+01  8.3169E+01
 0.5110735  3.5637 -1.3937  4.7468  9.605  1.183  1.463  0.950  1.936  3.012  3.664  3.846  3.992  4.749  2.6646E+01  5.6219E+01  8.3698E+01
 0.5245312  3.5731 -1.3388  4.7410  9.365  1.219  1.443  0.925  1.856  2.889  3.544  3.716  3.860  4.606  2.7373E+01  5.4319E+01  7.7463E+01
 0.5384465  3.5826 -1.2848  4.7360  9.119  1.240  1.420  0.902  1.784  2.747  3.401  3.563  3.705  4.435  2.8085E+01  5.2418E+01  7.1603E+01
 0.5526158  3.5919 -1.2312  4.7311  8.878  1.255  1.396  0.879  1.713  2.608  3.261  3.412  3.553  4.261  2.8392E+01  4.9865E+01  6.5267E+01
 0.5668387  3.6012 -1.1782  4.7264  8.643  1.261  1.368  0.855  1.642  2.475  3.124  3.264  3.404  4.085  2.8391E+01  4.6977E+01  5.8966E+01
 0.5810067  3.6105 -1.1262  4.7223  8.427  1.253  1.337  0.819  1.553  2.378  3.021  3.149  3.276  3.928  2.8233E+01  4.4084E+01  5.3127E+01
 0.5950718  3.6198 -1.0750  4.7184  8.221  1.237  1.303  0.780  1.461  2.295  2.931  3.049  3.161  3.783  3.2117E+01  4.7219E+01  5.4552E+01
 0.6131239  3.6284 -1.0157  4.7066  8.007  1.216  1.270  0.742  1.380  2.227  2.853  2.963  3.063  3.663  3.6956E+01  5.0809E+01  5.6003E+01
 0.6320281  3.6368 -0.9547  4.6924  7.799  1.190  1.238  0.713  1.314  2.161  2.779  2.885  2.983  3.566  3.7891E+01  4.8542E+01  5.0916E+01
 0.6510150  3.6450 -0.8933  4.6769  7.595  1.154  1.204  0.686  1.256  2.099  2.708  2.811  2.909  3.478  3.7778E+01  4.5156E+01  4.5113E+01
 0.6698061  3.6531 -0.8316  4.6600  7.387  1.109  1.168  0.656  1.196  2.032  2.628  2.729  2.826  3.380  3.7089E+01  4.1474E+01  3.9540E+01
 0.6881036  3.6611 -0.7704  4.6425  7.171  1.052  1.126  0.621  1.127  1.951  2.531  2.629  2.722  3.259  3.7122E+01  3.8929E+01  3.5477E+01
 0.7069283  3.6690 -0.7090  4.6244  6.953  0.985  1.080  0.584  1.059  1.863  2.425  2.520  2.607  3.127  3.7850E+01  3.7263E+01  3.2485E+01
 0.7259532  3.6767 -0.6473  4.6050  6.742  0.911  1.035  0.552  1.005  1.779  2.321  2.414  2.495  2.998  3.7531E+01  3.4733E+01  2.8993E+01
 0.7444589  3.6843 -0.5858  4.5848  6.540  0.830  0.994  0.527  0.964  1.701  2.225  2.313  2.391  2.875  3.7144E+01  3.2383E+01  2.5922E+01
 0.7630971  3.6917 -0.5233  4.5625  6.343  0.743  0.954  0.505  0.931  1.630  2.133  2.219  2.292  2.758  3.6861E+01  3.0335E+01  2.3318E+01
 0.7813196  3.6989 -0.4604  4.5385  6.154  0.661  0.917  0.487  0.904  1.568  2.057  2.138  2.209  2.660  3.6351E+01  2.8294E+01  2.0914E+01
 0.7994482  3.7058 -0.3971  4.5132  5.973  0.584  0.881  0.472  0.882  1.519  1.995  2.074  2.142  2.584  3.6628E+01  2.7004E+01  1.9215E+01
 0.8179478  3.7126 -0.3334  4.4866  5.796  0.511  0.848  0.460  0.863  1.476  1.943  2.019  2.084  2.519  3.6505E+01  2.5521E+01  1.7494E+01
 0.8359533  3.7192 -0.2690  4.4578  5.617  0.445  0.817  0.448  0.846  1.434  1.889  1.964  2.026  2.454  3.5595E+01  2.3641E+01  1.5633E+01
 0.8535426  3.7255 -0.2034  4.4263  5.435  0.387  0.788  0.437  0.828  1.390  1.831  1.903  1.963  2.379  3.5177E+01  2.2241E+01  1.4207E+01
 0.8711298  3.7313 -0.1358  4.3912  5.249  0.335  0.761  0.425  0.811  1.348  1.773  1.843  1.899  2.303  3.6014E+01  2.1692E+01  1.3393E+01
 0.8895563  3.7366 -0.0648  4.3502  5.056  0.291  0.738  0.415  0.795  1.311  1.719  1.788  1.842  2.233  3.7708E+01  2.1623E+01  1.2897E+01
 0.9088378  3.7403  0.0136  4.2962  4.850  0.259  0.721  0.407  0.782  1.284  1.681  1.748  1.800  2.182  3.7552E+01  2.0500E+01  1.1812E+01
 0.9271081  3.7424  0.0965  4.2299  4.637  0.242  0.712  0.402  0.775  1.268  1.659  1.725  1.777  2.154  3.4496E+01  1.7982E+01  1.0030E+01
 0.9433337  3.7406  0.1763  4.1508  4.442  0.253  0.720  0.405  0.780  1.280  1.675  1.742  1.795  2.174  2.6595E+01  1.3340E+01  7.2428E+00
 0.9537033  3.7349  0.2299  4.0791  4.324  0.298  0.746  0.416  0.796  1.321  1.732  1.801  1.857  2.247  1.6288E+01  7.9555E+00  4.2390E+00
 0.9596216  3.7276  0.2583  4.0241  4.272  0.358  0.781  0.428  0.817  1.372  1.802  1.873  1.934  2.337  9.2346E+00  4.4402E+00  2.3399E+00
 0.9629379  3.7195  0.2709  3.9807  4.261  0.430  0.820  0.442  0.839  1.425  1.871  1.946  2.010  2.422  5.4192E+00  2.5824E+00  1.3523E+00
 0.9650409  3.7114  0.2772  3.9430  4.266  0.509  0.861  0.456  0.861  1.476  1.935  2.014  2.081  2.501  3.7984E+00  1.7999E+00  9.3884E-01
 0.9667363  3.7035  0.2863  3.9031  4.268  0.585  0.899  0.472  0.886  1.530  2.006  2.087  2.157  2.585  3.3444E+00  1.5779E+00  8.2055E-01
 0.9683853  3.6960  0.3067  3.8535  4.248  0.654  0.931  0.490  0.915  1.587  2.083  2.168  2.239  2.680  3.4028E+00  1.5989E+00  8.2906E-01
 0.9701390  3.6898  0.3479  3.7881  4.174  0.704  0.953  0.508  0.945  1.633  2.148  2.235  2.306  2.760  3.4079E+00  1.5947E+00  8.2450E-01
 0.9717932  3.6857  0.4066  3.7136  4.046  0.726  0.962  0.521  0.968  1.656  2.184  2.273  2.342  2.805  3.1117E+00  1.4503E+00  7.4779E-01
 0.9732507  3.6830  0.4720  3.6381  3.894  0.734  0.964  0.531  0.986  1.666  2.204  2.294  2.362  2.830  2.7570E+00  1.2805E+00  6.5858E-01
 0.9745502  3.6810  0.5410  3.5618  3.730  0.739  0.964  0.539  0.999  1.673  2.220  2.311  2.376  2.849  2.4415E+00  1.1304E+00  5.8010E-01
 0.9756922  3.6797  0.6120  3.4858  3.559  0.744  0.967  0.543  1.009  1.680  2.230  2.322  2.387  2.862  2.1229E+00  9.8019E-01  5.0205E-01
 0.9766732  3.6785  0.6823  3.4114  3.388  0.752  0.970  0.547  1.015  1.685  2.240  2.332  2.397  2.873  1.8323E+00  8.4400E-01  4.3157E-01
 0.9775245  3.6773  0.7509  3.3382  3.220  0.764  0.977  0.549  1.019  1.693  2.249  2.343  2.409  2.885  1.5728E+00  7.2298E-01  3.6916E-01
 0.9782460  3.6756  0.8171  3.2657  3.062  0.784  0.987  0.553  1.024  1.704  2.264  2.358  2.426  2.901  1.3536E+00  6.2113E-01  3.1676E-01
 0.9788782  3.6739  0.8821  3.1943  2.906  0.805  0.999  0.556  1.030  1.717  2.280  2.374  2.444  2.920  1.1885E+00  5.4454E-01  2.7741E-01
 0.9794345  3.6721  0.9455  3.1237  2.755  0.827  1.011  0.559  1.036  1.732  2.298  2.393  2.465  2.941  1.0558E+00  4.8309E-01  2.4587E-01
 0.9799340  3.6701  1.0073  3.0541  2.609  0.852  1.023  0.563  1.043  1.747  2.318  2.414  2.487  2.964  9.2124E-01  4.2101E-01  2.1410E-01
 0.9803557  3.6679  1.0676  2.9856  2.469  0.877  1.035  0.568  1.051  1.764  2.340  2.437  2.512  2.990  7.9882E-01  3.6469E-01  1.8532E-01
 0.9807328  3.6656  1.1261  2.9180  2.334  0.904  1.048  0.574  1.061  1.783  2.365  2.462  2.539  3.020  6.9947E-01  3.1905E-01  1.6202E-01
 0.9810552  3.6632  1.1827  2.8516  2.207  0.934  1.062  0.581  1.073  1.804  2.393  2.491  2.569  3.054  5.8709E-01  2.6758E-01  1.3582E-01
 0.9813199  3.6605  1.2388  2.7851  2.082  0.964  1.077  0.588  1.086  1.828  2.423  2.523  2.603  3.091  5.2641E-01  2.3977E-01  1.2164E-01
 0.9815816  3.6580  1.2931  2.7208  1.962  0.994  1.092  0.596  1.100  1.850  2.452  2.553  2.635  3.128  5.0315E-01  2.2903E-01  1.1614E-01
 0.9818230  3.6556  1.3466  2.6576  1.843  1.022  1.107  0.604  1.114  1.873  2.481  2.584  2.667  3.164  7.5222E-01  3.4215E-01  1.7341E-01
 0.9823338  3.6533  1.3993  2.5962  1.727  1.050  1.121  0.613  1.128  1.894  2.508  2.612  2.698  3.198  8.7595E-01  3.9804E-01  2.0161E-01
 0.9826990  3.6511  1.4514  2.5352  1.612  1.078  1.135  0.622  1.144  1.915  2.535  2.642  2.729  3.233  5.0992E-01  2.3152E-01  1.1719E-01
 0.9828437  3.6485  1.5010  2.4753  1.508  1.110  1.152  0.634  1.164  1.941  2.568  2.677  2.766  3.275  2.7873E-01  1.2650E-01  6.4011E-02
 0.9829777  3.6458  1.5493  2.4164  1.409  1.142  1.169  0.648  1.187  1.968  2.602  2.714  2.805  3.321  2.5435E-01  1.1539E-01  5.8379E-02
 0.9830981  3.6431  1.5962  2.3588  1.314  1.175  1.186  0.662  1.211  1.997  2.637  2.753  2.846  3.368  2.5333E-01  1.1489E-01  5.8114E-02
 0.9832310  3.6405  1.6426  2.3019  1.221  1.206  1.202  0.676  1.236  2.025  2.673  2.793  2.887  3.415  3.2072E-01  1.4541E-01  7.3531E-02
 0.9834188  3.6380  1.6863  2.2485  1.135  1.236  1.218  0.690  1.260  2.053  2.707  2.831  2.927  3.461  2.7431E-01  1.2432E-01  6.2853E-02
 0.9835054  3.6354  1.7305  2.1938  1.050  1.267  1.234  0.702  1.283  2.084  2.745  2.872  2.970  3.511  1.6401E-01  7.4314E-02  3.7564E-02
 0.9835828  3.6327  1.7737  2.1400  0.967  1.298  1.250  0.714  1.306  2.115  2.784  2.913  3.014  3.561  1.3068E-01  5.9201E-02  2.9920E-02
 0.9836360  3.6300  1.8155  2.0871  0.888  1.330  1.267  0.725  1.329  2.149  2.825  2.957  3.059  3.613  1.0463E-01  4.7392E-02  2.3950E-02
 0.9836874  3.6272  1.8575  2.0342  0.809  1.365  1.284  0.736  1.349  2.182  2.867  3.000  3.104  3.665  1.1045E-01  5.0022E-02  2.5277E-02
 0.9837465  3.6246  1.8981  1.9832  0.733  1.399  1.300  0.746  1.369  2.215  2.907  3.042  3.149  3.715  1.1059E-01  5.0077E-02  2.5302E-02
 0.9837980  3.6220  1.9377  1.9332  0.661  1.435  1.317  0.755  1.389  2.248  2.949  3.086  3.194  3.766  9.9457E-02  4.5032E-02  2.2751E-02
 0.9838459  3.6195  1.9768  1.8839  0.590  1.469  1.332  0.765  1.409  2.282  2.991  3.129  3.239  3.817  9.2692E-02  4.1964E-02  2.1200E-02
 0.9838907  3.6170  2.0153  1.8354  0.521  1.502  1.347  0.774  1.429  2.315  3.032  3.172  3.283  3.868  8.3236E-02  3.7680E-02  1.9034E-02
 0.9839292  3.6144  2.0523  1.7880  0.458  1.532  1.362  0.784  1.450  2.352  3.078  3.219  3.332  3.923  7.4999E-02  3.3948E-02  1.7147E-02
 0.9839657  3.6118  2.0886  1.7415  0.397  1.561  1.377  0.794  1.472  2.390  3.123  3.266  3.381  3.979  6.9439E-02  3.1428E-02  1.5874E-02
 0.9839986  3.6092  2.1241  1.6957  0.339  1.587  1.391  0.804  1.494  2.429  3.170  3.315  3.432  4.037  6.3818E-02  2.8882E-02  1.4587E-02
 0.9840295  3.6067  2.1592  1.6507  0.284  1.612  1.405  0.814  1.518  2.468  3.217  3.365  3.484  4.096  5.9968E-02  2.7138E-02  1.3705E-02
 0.9840586  3.6043  2.1938  1.6063  0.231  1.635  1.419  0.824  1.542  2.508  3.265  3.415  3.536  4.155  5.4650E-02  2.4729E-02  1.2488E-02
 0.9840842  3.6018  2.2272  1.5630  0.184  1.658  1.435  0.835  1.569  2.550  3.315  3.468  3.591  4.218  5.0076E-02  2.2658E-02  1.1442E-02
 0.9841087  3.5993  2.2599  1.5204  0.138  1.680  1.451  0.848  1.597  2.592  3.365  3.522  3.646  4.282  4.6943E-02  2.1239E-02  1.0725E-02
 0.9841311  3.5969  2.2924  1.4783  0.094  1.703  1.468  0.861  1.626  2.634  3.415  3.575  3.702  4.348  4.4548E-02  2.0154E-02  1.0177E-02
 0.9841532  3.5946  2.3244  1.4369  0.051  1.725  1.484  0.875  1.655  2.676  3.464  3.628  3.758  4.413  4.3793E-02  1.9812E-02  1.0003E-02
 0.9841749  3.5922  2.3554  1.3964  0.015  1.746  1.501  0.889  1.688  2.721  3.517  3.686  3.817  4.483  4.2610E-02  1.9275E-02  9.7322E-03
